date_label,time_label,time_hour,level_index,altitude,speed_m_s,dir_deg,u,v,source_file
1-05,1-05 18Z,18,30,500.0,25.2,255.0,24.341330822484522,6.522239936583523,31-05-18Z.csv
1-05,1-05 18Z,18,29,502.5,25.2,255.0,24.341330822484522,6.522239936583523,31-05-18Z.csv
1-05,1-05 18Z,18,28,510.0,23.8,252.0,22.635145087824654,7.354604466123749,31-05-18Z.csv
1-05,1-05 18Z,18,27,514.0,23.0,250.0,21.612930278075893,7.86646329649038,31-05-18Z.csv
1-05,1-05 18Z,18,26,527.0,20.6,245.0,18.66994041295499,8.70593619185841,31-05-18Z.csv
1-05,1-05 18Z,18,25,541.0,18.0,239.0,15.429011412638022,9.270685348380974,31-05-18Z.csv
1-05,1-05 18Z,18,24,564.4,13.9,230.0,10.648017759353795,8.934747774642895,31-05-18Z.csv
1-05,1-05 18Z,18,23,609.4,16.0,225.0,11.313708498984761,11.313708498984761,31-05-18Z.csv
1-05,1-05 18Z,18,22,620.0,16.0,227.0,11.701659225906727,10.911973760999976,31-05-18Z.csv
1-05,1-05 18Z,18,21,656.4,16.0,235.0,13.106432708623869,9.177222981616737,31-05-18Z.csv
1-05,1-05 18Z,18,20,700.0,16.5,245.0,14.954078486104724,6.973201318721541,31-05-18Z.csv
1-05,1-05 18Z,18,19,732.5,15.4,245.0,13.95713992036441,6.5083212308067715,31-05-18Z.csv
1-05,1-05 18Z,18,18,759.3,14.9,230.0,11.414062202472772,9.577535384329435,31-05-18Z.csv
1-05,1-05 18Z,18,17,770.0,16.6,224.0,11.531328949619356,11.94104068562161,31-05-18Z.csv
1-05,1-05 18Z,18,16,786.7,19.0,215.0,10.897952290669874,15.563888841490844,31-05-18Z.csv
1-05,1-05 18Z,18,15,797.0,17.5,217.0,10.531762905160846,13.976121425827625,31-05-18Z.csv
1-05,1-05 18Z,18,14,809.0,15.8,219.0,9.943262178587434,12.278906191020141,31-05-18Z.csv
1-05,1-05 18Z,18,13,811.0,15.5,219.0,9.754466061272481,12.04576240258305,31-05-18Z.csv
1-05,1-05 18Z,18,12,814.0,15.1,220.0,9.706092906266743,11.567271091096568,31-05-18Z.csv
1-05,1-05 18Z,18,11,815.1,14.9,220.0,9.577535384329437,11.414062202472772,31-05-18Z.csv
1-05,1-05 18Z,18,10,817.0,14.9,220.0,9.577535384329437,11.414062202472772,31-05-18Z.csv
1-05,1-05 18Z,18,9,850.0,13.9,215.0,7.972712465279541,11.386213415616986,31-05-18Z.csv
1-05,1-05 18Z,18,8,858.0,13.6,212.0,7.206901993571586,11.533454107727394,31-05-18Z.csv
1-05,1-05 18Z,18,7,869.0,13.1,207.0,5.947275546588063,11.672185466867617,31-05-18Z.csv
1-05,1-05 18Z,18,6,875.1,12.9,205.0,5.451775576455023,11.691370452772784,31-05-18Z.csv
1-05,1-05 18Z,18,5,904.0,10.0,191.0,1.9080899537654492,9.81627183447664,31-05-18Z.csv
1-05,1-05 18Z,18,4,906.3,9.8,190.0,1.7017521411359182,9.65111597951964,31-05-18Z.csv
1-05,1-05 18Z,18,3,925.0,10.8,185.0,0.941282021674708,10.758902739390853,31-05-18Z.csv
1-05,1-05 18Z,18,2,938.4,10.3,185.0,0.8977041503008789,10.260805390344979,31-05-18Z.csv
1-05,1-05 18Z,18,1,955.0,7.6,182.0,0.2652361749390082,7.595370285345127,31-05-18Z.csv
1-05,1-05 18Z,18,0,967.0,5.7,180.0,3.4902433775699566e-16,5.7,31-05-18Z.csv
1-06,1-06 00Z,0,54,250.0,27.8,290.0,26.123454857848255,-9.50815998445359,1-06-00Z.csv
1-06,1-06 00Z,0,53,251.0,27.9,290.0,26.217424119926843,-9.542361998786157,1-06-00Z.csv
1-06,1-06 00Z,0,52,253.0,28.1,290.0,26.40536264408403,-9.610766027451291,1-06-00Z.csv
1-06,1-06 00Z,0,51,254.9,28.3,290.0,26.593301168241208,-9.679170056116424,1-06-00Z.csv
1-06,1-06 00Z,0,50,261.0,28.4,289.0,26.852727547020596,-9.24613558658325,1-06-00Z.csv
1-06,1-06 00Z,0,49,290.0,28.8,285.0,27.81866379712517,-7.453988498952597,1-06-00Z.csv
1-06,1-06 00Z,0,48,291.3,28.8,285.0,27.81866379712517,-7.453988498952597,1-06-00Z.csv
1-06,1-06 00Z,0,47,294.0,29.0,277.0,28.783838397598338,-3.5342109587492767,1-06-00Z.csv
1-06,1-06 00Z,0,46,300.0,29.3,260.0,28.854867163257694,5.087891605641059,1-06-00Z.csv
1-06,1-06 00Z,0,45,317.0,36.7,250.0,34.48671918284284,12.552139260052043,1-06-00Z.csv
1-06,1-06 00Z,0,44,317.9,37.1,250.0,34.862596231157205,12.68894731738231,1-06-00Z.csv
1-06,1-06 00Z,0,43,318.0,37.1,250.0,34.862596231157205,12.68894731738231,1-06-00Z.csv
1-06,1-06 00Z,0,42,322.0,36.7,250.0,34.48671918284284,12.552139260052043,1-06-00Z.csv
1-06,1-06 00Z,0,41,367.0,33.3,250.0,31.29176427217075,11.389270772744768,1-06-00Z.csv
1-06,1-06 00Z,0,40,373.0,32.8,250.0,30.821917961777793,11.218260701081933,1-06-00Z.csv
1-06,1-06 00Z,0,39,389.0,31.7,250.0,29.788256078913296,10.842038543423698,1-06-00Z.csv
1-06,1-06 00Z,0,38,393.5,31.4,250.0,29.506348292677522,10.739432500425997,1-06-00Z.csv
1-06,1-06 00Z,0,37,398.0,30.7,250.0,28.848563458127387,10.50001840009803,1-06-00Z.csv
1-06,1-06 00Z,0,36,400.0,30.4,250.0,28.566655671891613,10.397412357100329,1-06-00Z.csv
1-06,1-06 00Z,0,35,411.0,29.8,250.0,28.002840099420073,10.192200271104928,1-06-00Z.csv
1-06,1-06 00Z,0,34,444.0,28.4,250.0,26.6872704303198,9.71337207044899,1-06-00Z.csv
1-06,1-06 00Z,0,33,452.0,28.0,250.0,26.311393382005434,9.576564013118723,1-06-00Z.csv
1-06,1-06 00Z,0,32,480.0,26.8,250.0,25.183762237062346,9.166139841127922,1-06-00Z.csv
1-06,1-06 00Z,0,31,481.9,26.8,250.0,25.183762237062346,9.166139841127922,1-06-00Z.csv
1-06,1-06 00Z,0,30,500.0,27.3,240.0,23.642493523315178,13.649999999999999,1-06-00Z.csv
1-06,1-06 00Z,0,29,521.1,27.8,250.0,26.123454857848255,9.50815998445359,1-06-00Z.csv
1-06,1-06 00Z,0,28,528.0,27.0,249.0,25.206671515424446,9.675934637723108,1-06-00Z.csv
1-06,1-06 00Z,0,27,547.0,24.9,247.0,22.920570850965763,9.729205099382916,1-06-00Z.csv
1-06,1-06 00Z,0,26,555.0,24.0,246.0,21.92509098342242,9.761679433819205,1-06-00Z.csv
1-06,1-06 00Z,0,25,562.8,23.2,245.0,21.026340659250277,9.804743672384227,1-06-00Z.csv
1-06,1-06 00Z,0,24,581.0,20.6,239.0,17.657646394463516,10.609784343147115,1-06-00Z.csv
1-06,1-06 00Z,0,23,597.0,18.4,233.0,14.694893384870188,11.073396425997688,1-06-00Z.csv
1-06,1-06 00Z,0,22,607.2,17.0,230.0,13.022755533022627,10.927389364671168,1-06-00Z.csv
1-06,1-06 00Z,0,21,654.1,20.1,215.0,11.528886370656027,16.464956090208737,1-06-00Z.csv
1-06,1-06 00Z,0,20,675.0,23.1,211.0,11.897379530422251,19.800564646218795,1-06-00Z.csv
1-06,1-06 00Z,0,19,678.9,23.7,210.0,11.850000000000001,20.524802069691194,1-06-00Z.csv
1-06,1-06 00Z,0,18,700.0,21.6,210.0,10.800000000000002,18.706148721743876,1-06-00Z.csv
1-06,1-06 00Z,0,17,730.0,20.6,210.0,10.300000000000002,17.840123317959435,1-06-00Z.csv
1-06,1-06 00Z,0,16,749.0,20.2,214.0,11.295696650109084,16.746558965611843,1-06-00Z.csv
1-06,1-06 00Z,0,15,756.7,20.1,215.0,11.528886370656027,16.464956090208737,1-06-00Z.csv
1-06,1-06 00Z,0,14,778.0,18.9,219.0,11.894155390841927,14.68805867153675,1-06-00Z.csv
1-06,1-06 00Z,0,13,783.9,18.5,220.0,11.891570779200979,14.171822197701093,1-06-00Z.csv
1-06,1-06 00Z,0,12,784.0,18.5,220.0,11.891570779200979,14.171822197701093,1-06-00Z.csv
1-06,1-06 00Z,0,11,812.0,18.0,210.0,9.000000000000002,15.588457268119894,1-06-00Z.csv
1-06,1-06 00Z,0,10,831.0,18.3,197.0,5.350402196426083,17.50037703412355,1-06-00Z.csv
1-06,1-06 00Z,0,9,838.0,18.4,193.0,4.139099399927114,17.928409192048328,1-06-00Z.csv
1-06,1-06 00Z,0,8,848.0,18.5,186.0,1.933776570451589,18.398655064313054,1-06-00Z.csv
1-06,1-06 00Z,0,7,850.0,18.5,185.0,1.6123812408316756,18.429601914697294,1-06-00Z.csv
1-06,1-06 00Z,0,6,868.0,18.1,172.0,-2.5190331273771833,17.923852044222425,1-06-00Z.csv
1-06,1-06 00Z,0,5,870.9,18.0,170.0,-3.1256671980047455,17.726539554219745,1-06-00Z.csv
1-06,1-06 00Z,0,4,901.7,18.5,160.0,-6.327372651524871,17.384313484539305,1-06-00Z.csv
1-06,1-06 00Z,0,3,925.0,16.5,155.0,-6.973201318721539,14.954078486104725,1-06-00Z.csv
1-06,1-06 00Z,0,2,933.5,14.9,145.0,-8.546288901630588,12.205365459905977,1-06-00Z.csv
1-06,1-06 00Z,0,1,957.0,7.7,153.0,-3.49572684799451,6.860750236250433,1-06-00Z.csv
1-06,1-06 00Z,0,0,962.0,6.2,155.0,-2.620233222792336,5.6191082796272305,1-06-00Z.csv
