TOR_F_SCALE,BEGIN_LAT,BEGIN_LON
F3,40.7259,-97.3683
F3,45.4783,-104.1832
F3,36.4695,-83.9766
F3,34.7787,-92.652
F3,34.1703,-86.0439
F3,40.4926,-98.1207
F3,40.6407,-97.8247
F3,32.2319,-90.206
F3,40.6922,-97.4531
F3,40.6986,-97.4317
F3,43.0024,-89.5579
F3,32.4704,-85.2302
F3,35.51,-77.12
F3,32.4095,-95.619
F3,32.3032,-99.0133
F3,42.0947,-88.9392
F3,32.547,-96.852
F3,32.4623,-96.909
F3,41.145,-93.0991
F3,37.8404,-97.6507
F3,39.8584,-97.5478
F3,40.25,-105.08
F3,40.26,-105.19
F3,35.299,-101.021
F3,35.457,-100.966
F3,35.6204,-100.776
F3,38.1732,-98.0129
F3,37.0933,-100.8699
F3,34.0499,-90.6598
F3,34.1695,-90.451
F3,34.3402,-90.1974
F3,35.1576,-97.8032
F3,34.4363,-99.3502
F3,34.157,-96.1792
F3,35.4061,-97.4769
F3,35.1353,-87.9651
F3,41.3082,-88.3823
F3,29.9903,-91.0794
F3,30.8707,-87.381
F3,38.2619,-100.1344
F3,37.5031,-100.1355
F3,37.2318,-78.8576
F3,36.7551,-88.7525
F3,37.8614,-100.0489
F3,32.25,-101.6411
F3,37.8645,-99.2707
F3,30.4907,-87.2052
F3,46.31,-104.25
F3,47.49,-97.1
F3,34.391,-96.638
F3,34.565,-97.146
F3,33.9861,-95.9379
F3,34.3133,-100.7257
F3,37.8285,-76.9681
F3,40.4613,-86.1884
F3,38.7815,-97.4704
F3,31.9235,-101.5261
F3,38.1961,-100.0382
F3,34.4406,-87.0913
F3,34.7298,-85.704
F3,38.9955,-97.4365
F3,37.96,-96.45
F3,35.1109,-84.7264
F3,41.1475,-84.9187
F3,31.1092,-83.3226
F3,30.9998,-83.5841
F3,31.0351,-83.4852
F3,40.9128,-89.3609
F3,45.3923,-91.5413
F3,38.2613,-98.987
F3,37.8371,-89.6619
F3,37.9392,-89.1503
F3,38.137,-88.1148
F3,31.2738,-89.3478
F3,38.2041,-87.7997
F3,30.0105,-90.0
F3,30.621,-90.903
F3,34.572,-102.359
F3,32.3991,-95.8756
F3,31.4373,-84.3447
F3,31.5989,-83.9964
F3,31.7096,-83.7969
F3,41.3239,-88.9504
F3,38.959,-94.2394
F3,33.8453,-85.9472
F3,44.329,-105.711
F3,45.4092,-104.0405
F3,38.9447,-97.8836
F3,37.4586,-79.1838
F3,42.0829,-93.0275
F3,30.78,-81.55
F3,41.4602,-92.9371
F3,37.8115,-96.3084
F3,39.414,-89.395
F3,42.6452,-105.5134
F3,41.469,-105.676
F3,33.4865,-88.4346
F3,30.4934,-84.1262
F3,32.5112,-92.6729
F3,31.8453,-94.9092
F3,31.5792,-95.1658
F3,31.7738,-94.9555
F3,37.473,-100.0104
F3,40.5515,-84.6911
F3,39.7664,-84.0995
F3,39.9778,-84.4273
F3,41.2582,-93.5239
F3,40.6119,-100.2722
F3,36.8564,-79.8906
F3,37.308,-94.2343
F3,37.3517,-94.1858
F3,38.8381,-95.3665
F3,31.428,-95.2718
F3,37.1136,-94.618
F3,40.667,-91.9983
F3,44.8806,-91.6506
F3,31.194,-90.8942
F3,31.3902,-89.5764
F3,31.8076,-89.6547
F3,31.672,-89.1726
F3,30.8471,-93.2657
F3,30.8832,-93.2135
F3,31.1284,-92.8285
F3,32.6482,-84.6943
F3,32.575,-85.057
F3,36.5739,-100.0032
F3,31.5142,-100.0926
F3,31.835,-99.7791
F3,31.8604,-99.5939
F3,30.8903,-96.6934
F3,39.9243,-95.9335
F3,33.9711,-96.2071
F3,34.157,-96.0586
F3,32.8685,-96.9149
F3,31.7451,-102.287
F3,31.7333,-102.3041
F3,38.4255,-92.4091
F3,35.5,-97.955
F3,40.981,-86.1276
F3,40.9978,-86.0499
F3,40.577,-85.392
F3,36.1717,-86.9562
F3,36.1767,-86.5717
F3,30.4597,-92.2678
F3,32.6215,-92.0977
F3,32.4706,-92.1699
F3,35.8094,-90.6852
F3,32.8496,-84.3335
F3,33.0298,-84.033
F3,34.617,-83.084
F3,30.8409,-95.1824
F3,34.986,-85.1907
F3,31.6036,-89.729
F3,31.4688,-89.9591
F3,31.3331,-90.0823
F3,31.3712,-90.1101
F3,33.1816,-79.9901
F3,35.887,-76.89
F3,33.4539,-81.2651
F3,33.2754,-81.5438
F3,33.2751,-81.7048
F3,33.3177,-81.2903
F3,33.2071,-81.2742
F3,32.9386,-87.5753
F3,41.7374,-87.9151
F3,30.666,-91.9586
F3,33.751,-99.921
F3,33.5965,-86.8256
F3,33.9118,-78.5096
F3,42.2605,-94.7834
F3,43.1305,-90.7199
F3,33.7026,-86.1053
F3,32.814,-87.473
F3,41.7451,-88.1947
F3,37.408,-85.427
F3,37.407,-87.098
F3,36.8594,-87.0315
F3,36.916,-86.618
F3,33.2,-87.022
F3,32.864,-87.319
F3,32.6892,-87.7387
F3,39.6769,-75.25
F3,37.5425,-90.3921
F3,35.7867,-90.5511
F3,35.998,-90.137
F3,36.152,-89.157
F3,36.352,-88.522
F3,36.214,-88.953
F3,35.927,-90.287
F3,37.753,-90.299
F3,38.757,-90.058
F3,36.592,-88.96
F3,36.947,-88.201
F3,40.13,-75.005
F3,40.1321,-74.9935
F3,38.5821,-90.9455
F3,32.6016,-88.8976
F3,33.1154,-81.1889
F3,33.0446,-98.3298
F3,44.9883,-84.8497
F3,32.7471,-87.1201
F3,32.548,-83.6024
F3,30.8918,-97.7303
F3,36.122,-94.156
F3,32.836,-87.076
F3,32.9286,-81.3756
F3,29.9473,-90.0063
F3,40.9405,-93.3854
F3,30.6376,-85.5108
F3,37.653,-97.153
F3,44.7958,-96.8255
F3,31.9743,-92.0655
F3,33.0218,-94.8157
F3,33.18,-94.652
F3,33.3163,-94.5625
F3,33.962,-99.476
F3,32.772,-92.4683
F3,31.339,-88.444
F3,34.12,-100.85
F3,33.31,-90.04
F3,33.4327,-89.7853
F3,38.9297,-87.9451
F3,40.3308,-90.3233
F3,33.1654,-84.4785
F3,33.208,-84.408
F3,34.9746,-86.5738
F3,34.991,-86.497
F3,33.319,-84.151
F3,35.229,-97.111
F3,34.7251,-92.4824
F3,36.883,-76.086
F3,35.1818,-90.9611
F3,35.4212,-90.0683
F3,38.757,-75.6398
F3,35.4065,-90.1092
F3,33.015,-90.6571
F3,35.4621,-89.8323
F3,35.268,-88.368
F3,36.0009,-77.8778
F3,29.5958,-95.2483
F3,41.3911,-91.9465
F3,32.8984,-85.1856
F3,41.16,-92.23
F3,32.907,-84.861
F3,43.46,-75.51
F3,32.5212,-86.7312
F3,32.754,-86.254
F3,36.0359,-77.7567
F3,35.082,-97.634
F3,40.4811,-85.5929
F3,36.5746,-87.4718
F3,39.3089,-86.6854
F3,33.869,-88.72
F3,39.5363,-86.1042
F3,32.0179,-89.2884
F3,35.167,-88.785
F3,40.106,-102.7942
F3,39.2978,-86.7282
F3,39.0313,-87.5708
F3,37.89,-102.38
F3,36.4135,-100.8302
F3,31.3773,-90.8606
F3,40.9007,-94.9265
F3,40.1785,-85.1251
F3,30.1384,-85.7526
F3,31.66,-102.07
F3,40.5193,-84.1664
F3,36.1745,-93.0533
F3,36.1986,-92.4803
F3,36.314,-94.588
F3,33.489,-97.487
F3,33.3542,-96.7565
F3,41.0107,-94.928
F3,36.337,-95.436
F3,36.3072,-95.7651
F3,40.8575,-96.6121
F3,41.512,-95.498
F3,41.311,-95.875
F3,41.32,-95.62
F3,41.18,-95.73
F3,31.5844,-101.1025
F3,32.6241,-99.8609
F3,31.8374,-100.4901
F3,41.2028,-98.6199
F3,34.748,-87.183
F3,35.29,-96.363
F3,42.09,-101.54
F3,35.9744,-77.7994
F3,27.374,-80.427
F3,26.5555,-80.3321
F3,26.8878,-81.0381
F3,37.5804,-89.0161
F3,37.1898,-87.7465
F3,34.474,-96.992
F3,35.001,-96.442
F3,36.8118,-89.7032
F3,35.6527,-77.9637
F3,30.15,-95.33
F3,29.65,-94.7
F3,37.0177,-91.7876
F3,37.004,-91.656
F3,40.497,-83.994
F3,34.6407,-85.8578
F3,29.717,-94.355
F3,35.364,-97.438
F3,34.291,-97.969
F3,35.4,-97.242
F3,35.377,-97.432
F3,30.1531,-102.4236
F3,35.662,-86.817
F3,35.6095,-87.0007
F3,37.93,-87.869
